Agent Name,Rating,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Swiggy Instamart,4.8,36,Chennai,Electronics,Positive,High,No,In Stock,2,Correct
Zepto,2.8,58,Delhi,Essentials,Neutral,High,No,Out of Stock,1,Correct
JioMart,2.7,49,Chennai,Electronics,Neutral,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,4.9,37,Lucknow,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.3,45,Kolkata,Food,Positive,High,No,In Stock,2,Incorrect
Swiggy Instamart,2.8,26,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,2,Correct
JioMart,1.3,57,Kolkata,Essentials,Neutral,Medium,Yes,Out of Stock,3,Correct
Zepto,1.9,19,Kolkata,Electronics,Positive,Medium,No,Out of Stock,3,Correct
JioMart,2.8,44,Mumbai,Essentials,Negative,Low,Yes,In Stock,5,Correct
JioMart,4.3,40,Jaipur,Essentials,Negative,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,2.6,10,Mumbai,Grocery,Negative,High,Yes,In Stock,2,Correct
JioMart,3.6,13,Ahmedabad,Essentials,Neutral,Low,No,In Stock,3,Correct
Zepto,2.8,33,Ahmedabad,Essentials,Neutral,High,No,Out of Stock,2,Incorrect
Blinkit,1.3,15,Jaipur,Pharmacy,Negative,High,No,Out of Stock,1,Incorrect
Zepto,3.1,57,Jaipur,Essentials,Negative,Low,No,In Stock,5,Incorrect
JioMart,3.8,12,Lucknow,Pharmacy,Negative,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.6,27,Lucknow,Essentials,Neutral,Medium,Yes,Out of Stock,3,Incorrect
JioMart,2.8,28,Pune,Essentials,Positive,Medium,No,In Stock,2,Incorrect
JioMart,1.1,23,Delhi,Grocery,Positive,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.8,38,Jaipur,Electronics,Negative,High,No,Out of Stock,5,Correct
JioMart,1.8,48,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,2,Correct
Blinkit,1.9,58,Jaipur,Electronics,Positive,Medium,Yes,Out of Stock,5,Correct
Swiggy Instamart,2.8,44,Delhi,Grocery,Neutral,Medium,No,In Stock,1,Correct
Swiggy Instamart,4.7,31,Lucknow,Essentials,Negative,Medium,Yes,Out of Stock,2,Correct
Zepto,4.9,53,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,4.8,60,Bangalore,Pharmacy,Neutral,High,No,Out of Stock,5,Correct
Swiggy Instamart,2.7,33,Chennai,Electronics,Positive,High,No,Out of Stock,2,Correct
Swiggy Instamart,2.4,16,Chennai,Essentials,Neutral,High,No,In Stock,5,Correct
Zepto,3.1,51,Hyderabad,Grocery,Positive,Medium,No,Out of Stock,1,Correct
JioMart,4.5,45,Ahmedabad,Essentials,Negative,Low,No,In Stock,3,Incorrect
Blinkit,3.7,46,Chennai,Essentials,Negative,Low,Yes,Out of Stock,5,Incorrect
JioMart,2.7,44,Bangalore,Pharmacy,Neutral,High,No,In Stock,4,Incorrect
Swiggy Instamart,2.6,20,Mumbai,Food,Positive,Medium,No,Out of Stock,1,Incorrect
Swiggy Instamart,1.1,43,Delhi,Electronics,Positive,Low,Yes,In Stock,2,Correct
Blinkit,1.7,58,Bangalore,Food,Neutral,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.2,45,Hyderabad,Pharmacy,Positive,High,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,2,37,Pune,Electronics,Positive,Medium,Yes,In Stock,4,Incorrect
JioMart,2.1,40,Lucknow,Grocery,Positive,High,Yes,Out of Stock,4,Correct
Zepto,3.4,25,Lucknow,Essentials,Neutral,Medium,No,In Stock,3,Correct
Blinkit,2.4,23,Hyderabad,Essentials,Negative,High,Yes,In Stock,3,Incorrect
Blinkit,3.3,15,Bangalore,Grocery,Negative,Medium,No,In Stock,2,Incorrect
Blinkit,4.4,20,Ahmedabad,Grocery,Neutral,Low,Yes,In Stock,2,Correct
Swiggy Instamart,4.5,22,Mumbai,Food,Negative,High,Yes,In Stock,3,Incorrect
JioMart,2.5,41,Lucknow,Electronics,Neutral,Low,Yes,Out of Stock,3,Incorrect
Blinkit,2.2,38,Jaipur,Grocery,Positive,High,No,In Stock,4,Incorrect
Swiggy Instamart,3.1,48,Delhi,Food,Positive,Medium,Yes,Out of Stock,2,Correct
JioMart,2.3,30,Ahmedabad,Pharmacy,Negative,Medium,Yes,In Stock,4,Correct
Zepto,2.4,26,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,3.6,58,Ahmedabad,Grocery,Neutral,Low,No,In Stock,5,Incorrect
Zepto,2.8,28,Kolkata,Pharmacy,Positive,High,Yes,In Stock,3,Incorrect
JioMart,2.5,18,Mumbai,Essentials,Negative,Low,No,Out of Stock,2,Correct
Swiggy Instamart,1.1,22,Kolkata,Grocery,Neutral,Low,No,In Stock,3,Correct
Zepto,4.7,22,Pune,Pharmacy,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.3,52,Ahmedabad,Essentials,Negative,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,3.5,20,Bangalore,Essentials,Neutral,Low,Yes,In Stock,4,Correct
Zepto,5,60,Jaipur,Grocery,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,1.5,21,Delhi,Grocery,Negative,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,2.7,54,Pune,Grocery,Positive,High,Yes,In Stock,5,Incorrect
Blinkit,3.8,43,Chennai,Pharmacy,Negative,High,Yes,In Stock,3,Incorrect
Zepto,2.1,53,Delhi,Essentials,Positive,Low,No,In Stock,4,Incorrect
Zepto,4.1,52,Kolkata,Grocery,Neutral,Medium,Yes,In Stock,2,Incorrect
Swiggy Instamart,4.2,10,Lucknow,Essentials,Neutral,Medium,No,Out of Stock,1,Correct
Swiggy Instamart,3.1,56,Ahmedabad,Pharmacy,Neutral,Medium,No,Out of Stock,3,Correct
Zepto,4.7,47,Kolkata,Electronics,Neutral,Medium,Yes,In Stock,1,Correct
Swiggy Instamart,1.5,60,Chennai,Food,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,4.8,46,Jaipur,Pharmacy,Negative,Low,No,Out of Stock,1,Incorrect
Blinkit,1.1,54,Delhi,Electronics,Positive,High,Yes,In Stock,5,Incorrect
Zepto,1.7,40,Mumbai,Grocery,Positive,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,4.1,56,Chennai,Electronics,Negative,High,No,In Stock,2,Correct
JioMart,4.1,32,Mumbai,Grocery,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,4.6,34,Kolkata,Pharmacy,Negative,Medium,No,Out of Stock,1,Correct
Zepto,4.9,54,Lucknow,Grocery,Negative,Low,Yes,In Stock,5,Correct
Blinkit,4.4,59,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,3,Correct
Zepto,1.2,18,Hyderabad,Food,Positive,High,No,Out of Stock,4,Correct
Zepto,4.1,41,Bangalore,Food,Neutral,Medium,No,Out of Stock,2,Incorrect
Zepto,4.7,12,Mumbai,Pharmacy,Neutral,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,2.1,60,Kolkata,Grocery,Neutral,High,Yes,In Stock,4,Correct
Zepto,4.9,29,Lucknow,Pharmacy,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,1.7,26,Kolkata,Electronics,Neutral,High,Yes,In Stock,2,Correct
JioMart,2.1,55,Mumbai,Grocery,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,2.6,41,Pune,Pharmacy,Positive,Low,Yes,Out of Stock,2,Correct
JioMart,3.3,12,Mumbai,Pharmacy,Positive,Medium,No,In Stock,2,Correct
Blinkit,2.5,23,Hyderabad,Pharmacy,Positive,High,Yes,In Stock,5,Correct
Zepto,4.2,49,Chennai,Pharmacy,Neutral,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.4,25,Mumbai,Food,Negative,High,Yes,In Stock,2,Incorrect
Zepto,4.2,19,Delhi,Food,Negative,Low,No,Out of Stock,1,Correct
Blinkit,1.2,59,Pune,Food,Negative,Medium,No,Out of Stock,1,Incorrect
Blinkit,1.2,44,Jaipur,Grocery,Negative,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,3,37,Bangalore,Electronics,Positive,High,Yes,Out of Stock,3,Incorrect
Zepto,2,59,Delhi,Essentials,Positive,Low,No,In Stock,2,Correct
Zepto,4.1,19,Kolkata,Electronics,Negative,Medium,Yes,In Stock,2,Correct
Blinkit,4.3,38,Kolkata,Food,Negative,Medium,No,In Stock,3,Incorrect
Blinkit,3.2,39,Chennai,Food,Negative,Medium,Yes,Out of Stock,5,Incorrect
JioMart,2.8,17,Kolkata,Grocery,Neutral,Medium,No,In Stock,4,Incorrect
Zepto,2.2,57,Mumbai,Electronics,Positive,Medium,Yes,Out of Stock,2,Incorrect
Zepto,4.2,34,Ahmedabad,Pharmacy,Negative,Low,Yes,Out of Stock,1,Incorrect
Zepto,2.5,41,Ahmedabad,Food,Positive,Low,Yes,In Stock,1,Incorrect
JioMart,3.4,47,Chennai,Food,Negative,High,Yes,In Stock,5,Incorrect
Zepto,2.9,52,Delhi,Essentials,Positive,Medium,No,In Stock,1,Correct
JioMart,1.5,36,Ahmedabad,Essentials,Positive,High,Yes,In Stock,4,Correct
JioMart,1.7,10,Hyderabad,Essentials,Positive,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,1.5,34,Mumbai,Grocery,Negative,High,No,In Stock,3,Incorrect
Zepto,3.8,18,Lucknow,Pharmacy,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,4.4,13,Jaipur,Grocery,Neutral,Low,No,In Stock,3,Incorrect
Blinkit,2.1,25,Pune,Grocery,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.8,55,Mumbai,Grocery,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,3.5,28,Bangalore,Pharmacy,Neutral,Low,No,Out of Stock,3,Incorrect
JioMart,2.8,43,Delhi,Food,Negative,Low,Yes,In Stock,1,Incorrect
JioMart,1.3,34,Chennai,Grocery,Positive,Low,No,In Stock,4,Incorrect
Blinkit,1.1,48,Kolkata,Food,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,2.6,21,Hyderabad,Essentials,Positive,High,No,Out of Stock,1,Incorrect
Blinkit,1.7,51,Hyderabad,Grocery,Neutral,Low,Yes,Out of Stock,4,Incorrect
Zepto,1.7,17,Ahmedabad,Electronics,Neutral,Medium,Yes,Out of Stock,4,Correct
Swiggy Instamart,4,17,Chennai,Pharmacy,Neutral,Low,No,Out of Stock,4,Correct
Zepto,3.3,55,Kolkata,Electronics,Positive,Medium,No,Out of Stock,5,Incorrect
Blinkit,1.3,52,Jaipur,Food,Negative,High,No,Out of Stock,2,Incorrect
Zepto,4.1,50,Bangalore,Pharmacy,Negative,Medium,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.7,26,Pune,Grocery,Negative,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,2.1,26,Delhi,Electronics,Positive,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,2.8,14,Delhi,Food,Negative,Low,Yes,In Stock,2,Correct
Zepto,4.9,14,Lucknow,Essentials,Neutral,Low,Yes,Out of Stock,5,Correct
Swiggy Instamart,3,55,Mumbai,Food,Neutral,Medium,Yes,In Stock,1,Incorrect
JioMart,4.8,26,Ahmedabad,Pharmacy,Positive,High,No,Out of Stock,4,Incorrect
Blinkit,4.8,19,Kolkata,Electronics,Negative,Medium,No,In Stock,3,Correct
Swiggy Instamart,2.9,12,Ahmedabad,Pharmacy,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,4.7,47,Delhi,Electronics,Negative,Low,No,In Stock,2,Incorrect
Swiggy Instamart,4.5,16,Jaipur,Essentials,Neutral,Medium,No,In Stock,2,Incorrect
Blinkit,2.7,23,Chennai,Pharmacy,Neutral,Medium,No,Out of Stock,1,Incorrect
Blinkit,4.6,44,Ahmedabad,Grocery,Neutral,Low,Yes,In Stock,3,Correct
JioMart,3.1,38,Delhi,Food,Positive,High,No,In Stock,2,Incorrect
Zepto,4.3,45,Jaipur,Grocery,Negative,High,No,Out of Stock,2,Incorrect
Blinkit,2.5,28,Delhi,Pharmacy,Positive,Low,No,In Stock,2,Correct
JioMart,2.1,13,Jaipur,Essentials,Positive,Medium,Yes,Out of Stock,3,Correct
JioMart,4.4,11,Ahmedabad,Grocery,Neutral,Low,No,Out of Stock,5,Incorrect
JioMart,2.9,15,Bangalore,Pharmacy,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,3.1,52,Pune,Food,Negative,Low,Yes,Out of Stock,1,Incorrect
Blinkit,3.5,16,Chennai,Pharmacy,Positive,Low,Yes,Out of Stock,4,Correct
Zepto,2.4,48,Bangalore,Grocery,Negative,Medium,Yes,Out of Stock,4,Incorrect
JioMart,1.3,17,Kolkata,Food,Negative,Low,Yes,In Stock,4,Correct
Zepto,3.6,21,Hyderabad,Grocery,Positive,Low,No,Out of Stock,5,Incorrect
Zepto,4.1,25,Jaipur,Grocery,Neutral,Medium,Yes,In Stock,4,Incorrect
Blinkit,1.3,23,Jaipur,Electronics,Positive,High,Yes,Out of Stock,1,Incorrect
Blinkit,2.7,58,Lucknow,Electronics,Negative,Low,No,In Stock,4,Correct
Swiggy Instamart,2.5,10,Pune,Pharmacy,Neutral,High,No,Out of Stock,1,Correct
JioMart,4.3,44,Ahmedabad,Food,Negative,Medium,No,Out of Stock,2,Incorrect
Zepto,2.1,59,Jaipur,Electronics,Negative,Medium,No,Out of Stock,5,Incorrect
Blinkit,2.6,24,Chennai,Grocery,Negative,Low,No,Out of Stock,2,Correct
JioMart,1.6,23,Ahmedabad,Pharmacy,Positive,Low,Yes,Out of Stock,1,Incorrect
Blinkit,1.3,23,Pune,Pharmacy,Neutral,High,No,In Stock,3,Incorrect
Blinkit,1.8,32,Chennai,Pharmacy,Negative,Medium,Yes,In Stock,4,Incorrect
JioMart,4.8,26,Ahmedabad,Food,Neutral,High,Yes,Out of Stock,1,Correct
JioMart,3.4,25,Delhi,Food,Neutral,High,Yes,In Stock,3,Correct
Swiggy Instamart,3,45,Chennai,Pharmacy,Negative,Low,No,In Stock,1,Correct
JioMart,3.3,53,Bangalore,Grocery,Negative,High,No,In Stock,2,Correct
Swiggy Instamart,3.6,10,Lucknow,Grocery,Positive,Low,Yes,In Stock,5,Incorrect
Swiggy Instamart,3.7,45,Bangalore,Essentials,Neutral,Medium,Yes,In Stock,5,Correct
Blinkit,2.2,24,Hyderabad,Essentials,Negative,Low,No,In Stock,5,Incorrect
Zepto,4.4,49,Delhi,Food,Positive,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,2.9,16,Lucknow,Food,Negative,High,Yes,Out of Stock,1,Correct
Blinkit,4.1,10,Chennai,Pharmacy,Negative,High,No,In Stock,5,Correct
Zepto,4.6,10,Jaipur,Pharmacy,Neutral,Low,Yes,Out of Stock,2,Correct
Blinkit,4.8,37,Delhi,Electronics,Negative,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.7,58,Lucknow,Electronics,Positive,High,Yes,In Stock,5,Correct
Blinkit,1.8,16,Kolkata,Electronics,Positive,Low,Yes,In Stock,1,Incorrect
Zepto,3.9,37,Lucknow,Food,Negative,High,Yes,In Stock,5,Incorrect
Blinkit,1.3,44,Ahmedabad,Essentials,Negative,High,Yes,Out of Stock,1,Incorrect
Blinkit,2.1,23,Delhi,Essentials,Neutral,Medium,Yes,Out of Stock,3,Correct
JioMart,4.5,60,Mumbai,Essentials,Negative,High,Yes,In Stock,1,Correct
JioMart,2.1,35,Kolkata,Electronics,Positive,High,No,In Stock,1,Correct
Swiggy Instamart,1.5,18,Kolkata,Grocery,Positive,Low,Yes,In Stock,2,Correct
Blinkit,3.3,58,Chennai,Essentials,Negative,Low,No,Out of Stock,3,Correct
Zepto,1.9,60,Kolkata,Grocery,Negative,High,No,Out of Stock,2,Correct
Zepto,1.1,20,Chennai,Food,Negative,High,Yes,In Stock,2,Correct
Blinkit,4.7,47,Chennai,Pharmacy,Negative,High,Yes,Out of Stock,3,Correct
Blinkit,5,57,Jaipur,Food,Neutral,Low,Yes,Out of Stock,4,Correct
Zepto,1.4,36,Bangalore,Grocery,Positive,Low,No,In Stock,3,Correct
Zepto,4.8,12,Bangalore,Pharmacy,Negative,High,No,In Stock,1,Correct
Swiggy Instamart,1.8,20,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,2.1,16,Mumbai,Essentials,Negative,High,No,Out of Stock,4,Correct
Swiggy Instamart,2.4,59,Ahmedabad,Pharmacy,Negative,High,No,In Stock,2,Correct
Swiggy Instamart,4.5,37,Kolkata,Essentials,Positive,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.9,36,Pune,Pharmacy,Negative,High,No,In Stock,4,Incorrect
Zepto,1.6,59,Kolkata,Electronics,Neutral,Medium,No,In Stock,2,Correct
Blinkit,3,53,Jaipur,Pharmacy,Positive,High,Yes,In Stock,5,Incorrect
Blinkit,4.3,31,Pune,Pharmacy,Neutral,Low,No,In Stock,4,Correct
JioMart,3.8,30,Chennai,Electronics,Negative,High,Yes,Out of Stock,2,Incorrect
Blinkit,5,55,Chennai,Pharmacy,Positive,Medium,No,In Stock,2,Correct
Zepto,2.2,10,Kolkata,Food,Positive,Medium,Yes,In Stock,1,Correct
Swiggy Instamart,2.9,27,Kolkata,Essentials,Neutral,Medium,No,Out of Stock,1,Incorrect
Blinkit,2.2,25,Delhi,Grocery,Positive,Low,Yes,In Stock,1,Correct
Zepto,2.9,27,Chennai,Electronics,Neutral,Medium,Yes,Out of Stock,1,Correct
JioMart,3.2,42,Delhi,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
Blinkit,2.6,44,Chennai,Pharmacy,Negative,Low,No,In Stock,2,Incorrect
Zepto,3.7,58,Kolkata,Grocery,Positive,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,3,21,Bangalore,Essentials,Positive,High,No,In Stock,4,Correct
JioMart,1.5,51,Kolkata,Essentials,Positive,Medium,Yes,Out of Stock,3,Correct
Swiggy Instamart,4.3,10,Mumbai,Food,Negative,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,4,13,Jaipur,Food,Neutral,Low,No,In Stock,1,Incorrect
JioMart,3.6,28,Kolkata,Food,Negative,High,Yes,In Stock,1,Correct
JioMart,3.2,59,Mumbai,Food,Neutral,Low,Yes,Out of Stock,5,Incorrect
Blinkit,1.5,13,Jaipur,Pharmacy,Positive,High,Yes,Out of Stock,1,Correct
JioMart,2.7,22,Mumbai,Grocery,Positive,Low,Yes,In Stock,3,Incorrect
Zepto,1.5,56,Pune,Food,Neutral,Low,No,Out of Stock,4,Correct
JioMart,2.7,18,Chennai,Pharmacy,Positive,Low,Yes,In Stock,2,Incorrect
JioMart,3,42,Bangalore,Pharmacy,Neutral,High,Yes,In Stock,3,Correct
JioMart,2.3,50,Hyderabad,Electronics,Negative,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.3,22,Pune,Food,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,4.6,31,Delhi,Essentials,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.1,20,Pune,Electronics,Neutral,High,No,Out of Stock,4,Correct
JioMart,3.5,15,Jaipur,Essentials,Positive,Medium,No,In Stock,1,Correct
Swiggy Instamart,3.7,42,Kolkata,Pharmacy,Negative,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,2.5,33,Jaipur,Pharmacy,Negative,High,Yes,Out of Stock,4,Incorrect
Zepto,3.6,30,Mumbai,Food,Negative,High,Yes,In Stock,4,Incorrect
Blinkit,2.5,42,Delhi,Electronics,Positive,Medium,No,In Stock,3,Correct
Blinkit,2.2,28,Ahmedabad,Pharmacy,Negative,High,No,Out of Stock,2,Incorrect
Zepto,4.2,19,Mumbai,Essentials,Positive,High,No,In Stock,5,Correct
Swiggy Instamart,2.9,27,Jaipur,Food,Neutral,High,No,In Stock,2,Correct
Blinkit,3.5,12,Ahmedabad,Pharmacy,Neutral,Low,Yes,In Stock,2,Correct
Zepto,1.3,24,Mumbai,Food,Neutral,Low,No,Out of Stock,4,Correct
JioMart,2.5,50,Jaipur,Food,Negative,High,No,Out of Stock,5,Incorrect
Swiggy Instamart,2.6,41,Kolkata,Electronics,Neutral,High,No,Out of Stock,5,Correct
Zepto,4,43,Bangalore,Food,Positive,Medium,Yes,In Stock,2,Correct
Zepto,1.6,39,Mumbai,Pharmacy,Positive,High,Yes,In Stock,2,Incorrect
JioMart,4.1,57,Chennai,Electronics,Negative,High,Yes,In Stock,4,Incorrect
Blinkit,4.1,23,Lucknow,Pharmacy,Negative,Medium,No,Out of Stock,5,Correct
JioMart,4.3,27,Bangalore,Grocery,Positive,Low,No,In Stock,2,Incorrect
JioMart,2.1,46,Mumbai,Essentials,Negative,High,No,In Stock,5,Correct
Zepto,2.8,39,Mumbai,Food,Neutral,High,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.1,42,Mumbai,Grocery,Positive,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,4.9,32,Hyderabad,Essentials,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,1.6,29,Lucknow,Grocery,Neutral,Medium,Yes,In Stock,1,Incorrect
Zepto,2.9,22,Lucknow,Essentials,Positive,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.6,22,Kolkata,Pharmacy,Negative,Low,Yes,Out of Stock,3,Correct
Blinkit,1.1,54,Jaipur,Essentials,Positive,High,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.8,54,Lucknow,Electronics,Negative,Medium,Yes,In Stock,3,Correct
JioMart,4,31,Mumbai,Electronics,Positive,Low,Yes,In Stock,2,Incorrect
Blinkit,4.5,44,Kolkata,Grocery,Negative,High,No,In Stock,5,Incorrect
Blinkit,4.3,37,Delhi,Essentials,Neutral,Medium,No,Out of Stock,4,Correct
Blinkit,1.7,27,Bangalore,Grocery,Positive,High,No,Out of Stock,2,Correct
Blinkit,1.8,29,Kolkata,Electronics,Neutral,Medium,No,Out of Stock,1,Correct
Zepto,3.7,15,Pune,Food,Neutral,High,Yes,In Stock,1,Incorrect
Zepto,1.8,48,Ahmedabad,Essentials,Neutral,Medium,No,In Stock,5,Correct
Blinkit,3.2,32,Jaipur,Electronics,Positive,Low,Yes,Out of Stock,2,Incorrect
JioMart,3.1,49,Mumbai,Pharmacy,Neutral,Low,Yes,In Stock,4,Incorrect
Zepto,4.6,27,Chennai,Pharmacy,Neutral,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,3.4,54,Kolkata,Pharmacy,Neutral,High,Yes,Out of Stock,5,Incorrect
Blinkit,1.4,22,Hyderabad,Pharmacy,Negative,High,No,In Stock,3,Correct
JioMart,1.6,53,Kolkata,Food,Positive,Low,No,In Stock,1,Correct
Zepto,4.9,42,Bangalore,Food,Positive,Low,Yes,Out of Stock,3,Incorrect
Zepto,2.6,25,Kolkata,Essentials,Positive,High,Yes,In Stock,2,Correct
Blinkit,1.9,39,Hyderabad,Grocery,Neutral,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.6,36,Jaipur,Essentials,Negative,High,No,Out of Stock,3,Correct
JioMart,3.7,40,Kolkata,Essentials,Neutral,Medium,Yes,In Stock,2,Correct
JioMart,1.4,60,Mumbai,Pharmacy,Neutral,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,4.1,34,Mumbai,Pharmacy,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,4,20,Kolkata,Food,Neutral,High,Yes,Out of Stock,2,Incorrect
Blinkit,3.1,19,Jaipur,Electronics,Neutral,High,No,Out of Stock,5,Incorrect
JioMart,3.7,41,Ahmedabad,Food,Negative,Medium,No,In Stock,1,Incorrect
Zepto,4.4,43,Kolkata,Pharmacy,Negative,Medium,Yes,In Stock,3,Incorrect
JioMart,2,10,Hyderabad,Electronics,Positive,Medium,Yes,Out of Stock,2,Incorrect
Blinkit,4.5,40,Bangalore,Food,Positive,High,Yes,Out of Stock,1,Correct
JioMart,2.9,46,Bangalore,Essentials,Negative,High,No,In Stock,4,Correct
JioMart,2,41,Bangalore,Electronics,Neutral,Low,Yes,In Stock,2,Correct
Swiggy Instamart,1.7,59,Hyderabad,Essentials,Positive,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,2.5,37,Chennai,Pharmacy,Neutral,High,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.6,18,Pune,Pharmacy,Negative,High,No,In Stock,4,Incorrect
Blinkit,4.2,47,Mumbai,Electronics,Neutral,Medium,No,Out of Stock,2,Correct
Zepto,2.8,22,Lucknow,Food,Positive,High,No,In Stock,1,Incorrect
Blinkit,2.9,43,Chennai,Food,Neutral,Low,No,In Stock,3,Correct
Blinkit,3.1,36,Bangalore,Pharmacy,Neutral,Medium,No,Out of Stock,4,Incorrect
Zepto,3,13,Jaipur,Food,Positive,Medium,No,Out of Stock,2,Incorrect
Swiggy Instamart,3,24,Chennai,Electronics,Neutral,High,Yes,Out of Stock,3,Correct
Blinkit,1,45,Pune,Grocery,Positive,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.2,46,Jaipur,Grocery,Negative,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,4,46,Delhi,Pharmacy,Negative,High,Yes,In Stock,3,Incorrect
Zepto,1.3,59,Kolkata,Essentials,Positive,High,No,Out of Stock,4,Correct
Zepto,3.5,13,Bangalore,Essentials,Neutral,High,No,Out of Stock,5,Incorrect
Zepto,1.9,35,Pune,Food,Neutral,Low,Yes,Out of Stock,2,Correct
Zepto,1.4,49,Chennai,Food,Negative,High,Yes,Out of Stock,3,Incorrect
Zepto,1.9,20,Lucknow,Grocery,Neutral,High,No,In Stock,4,Correct
JioMart,2.3,25,Chennai,Essentials,Negative,High,Yes,In Stock,3,Incorrect
JioMart,3.7,45,Kolkata,Pharmacy,Neutral,Low,No,Out of Stock,3,Incorrect
Blinkit,4.1,59,Delhi,Essentials,Neutral,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,4.5,15,Jaipur,Grocery,Negative,Medium,No,Out of Stock,1,Incorrect
JioMart,2,28,Pune,Grocery,Negative,Low,No,Out of Stock,4,Correct
Blinkit,2.1,57,Hyderabad,Pharmacy,Positive,Medium,No,Out of Stock,3,Incorrect
Blinkit,4.9,26,Chennai,Food,Neutral,High,No,In Stock,1,Correct
Swiggy Instamart,1.5,56,Hyderabad,Grocery,Positive,Medium,No,Out of Stock,4,Correct
Blinkit,2.9,22,Delhi,Pharmacy,Neutral,High,No,Out of Stock,5,Incorrect
Blinkit,4.2,56,Ahmedabad,Electronics,Neutral,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.7,32,Bangalore,Food,Neutral,Medium,Yes,Out of Stock,2,Correct
JioMart,1.1,58,Jaipur,Pharmacy,Positive,High,No,In Stock,2,Correct
Blinkit,1.4,33,Mumbai,Grocery,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,3,48,Hyderabad,Essentials,Neutral,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.2,47,Ahmedabad,Grocery,Positive,Medium,Yes,In Stock,5,Incorrect
Zepto,1.5,16,Bangalore,Pharmacy,Positive,High,Yes,In Stock,5,Correct
Swiggy Instamart,1.3,25,Mumbai,Electronics,Positive,High,Yes,Out of Stock,1,Incorrect
JioMart,2.2,50,Mumbai,Pharmacy,Positive,Medium,No,In Stock,3,Correct
